"Description","GeneRatio","p.adjust","Count","cluster","geneID"
"establishment of protein localization to membrane",0.0133244503664224,0.0506570152728562,40,"II","Hmr/boca/Klp61F/nmd/Arf79F/Srp54k/Rab11/Crag/Dnz1/CG14270/Arfrp1/Rab35/GABPI/Tom70/Pex19/Sgt/CG8314/Vps35/CG3776/Srp9/CG4942/wls/Pex3/CG13029/Vps37B/CG11753/CG9356/CG9393/CG5196/CG7215/Sil1/CG5447/CG31495/CG31935/CG32022/CG9853/app/scrib/PIG-V/sau"
"ribosomal small subunit biogenesis",0.0129913391072618,2.51324580259891e-05,39,"II","kz/RpS14a/RpS14a/l(3)07882/RpS21/CG3071/LTV1/Sas10/CG2260/CG7246/RpS28b/CG3008/CG11030/CG9107/mRpS7/RpS15/RpS16/CG3735/CG9004/CG16753/RIOK1/CG5645/CG7275/CG7728/CG5589/CG9300/Tsr1/CG8461/RpS5b/Surf6/RpS19b/RpS27/RpS8/RpS7/CG32409/CG32706/l(2)k09022/mbm/l(2)34Fd"
"protein localization to nucleus",0.0129913391072618,6.80194826562835e-05,39,"II","Rcc1/Parp/Nup214/Mtor/Ran/Nup154/Cse1/Parg/Kap-alpha1/Tnpo/mbo/msk/Kap-alpha3/Nup93-1/Nxt1/Nup35/Nup205/Ntf-2/Tnpo-SR/Ripalpha/Nup50/Nup54/Nup62/Ranbp9/CG14712/Nup93-2/Nup133/p53/Nup98-96/Nup358/tamo/Arts/Apl/Nup153/Karybeta3/cdm/Nup160/Gp210/Pen"
"mitotic spindle organization",0.0129913391072618,0.000654625983966739,39,"II","asp/aurA/ncd/sub/Klp61F/Klp67A/PCNA/Mtor/chb/DCTN2-p50/aurB/dgt4/Rok/Eb1/ball/CHORD/Aladin/Klp10A/Wdr62/BuGZ/dgt5/mars/dgt3/Slik/mad2/nudE/Lkb1/dgt6/pont/Chro/Tap42/tum/DCTN6-p27/bora/mei-38/Patronin/Det/smt3/sau"
"negative regulation of cell population proliferation",0.0129913391072618,0.00696088336199784,39,"II","brm/l(2)gl/l(3)mbt/mor/polo/mts/tws/gig/Rox8/brat/lwr/CG10939/Snr1/dom/Vps25/Bap60/HDAC3/Tsc1/Dronc/CSN5/heix/hfp/Pez/Mnn1/Ing5/Ntan1/MAGE/mats/Cul5/ago/key/Utx/hpo/Axud1/osa/scrib/Doa/Ptp61F/Syx7"
"germ-line stem cell population maintenance",0.0129913391072618,0.0369512318174993,39,"II","bru1/bam/chic/fzy/His2Av/Hrb98DE/eIF4A/put/sax/Rap1/piwi/eff/Mad/alien/Rab11/mael/Stat92E/Rga/dom/Parg/CSN5/CSN4/CSN3/CSN1b/lili/ball/CSN7/CSN6/CG4078/shv/lid/loqs/Nedd8/enok/Nup98-96/scny/magu/AGO1/Ote"
"stress-activated protein kinase signaling cascade",0.0129913391072618,0.0956350328682468,39,"II","ben/crc/flw/PpV/Btk29A/Rac1/Cdc42/msn/cpb/MAPk-Ak2/p38a/Mkk4/Mekk1/Crk/SkpA/Tak1/ics/Dok/CG8173/MKP-4/Mnn1/Dhx15/Gbp1/sigmar/Usp5/Uev1A/PEK/Lkb1/PSR/XNP/Mtl/pont/ALiX/alph/cno/lic/ebi/Traf6/Ptp61F"
"import into nucleus",0.0126582278481013,1.95742841005366e-06,38,"II","Rcc1/Nup214/Mtor/Ran/Nup154/Cse1/Kap-alpha1/Tnpo/mbo/msk/Kap-alpha3/Nup93-1/Nxt1/Nup35/Nup205/Ntf-2/Tnpo-SR/Ripalpha/Nup50/Nup54/Nup62/Ranbp9/CG14712/Nup93-2/Nup133/p53/Nup98-96/Nup358/tamo/Arts/Apl/Nup153/Karybeta3/Snup/cdm/Nup160/Gp210/Pen"
"protein modification by small protein removal",0.0126582278481013,0.000286032867195422,38,"II","bam/bur/e(y)2/faf/Uch/Uch-L5/not/alien/Usp47/CSN5/CSN4/CSN3/CSN1b/Ulp1/Usp1/CSN7/CSN6/Usp16-45/Usp30/Usp7/Usp39/CG7332/CG4968/eIF3f2/CG7222/CG9062/DUBAI/Usp5/CG8209/Sgf11/eIF3f1/Usp12-46/puf/CG2224/krz/Usp10/scny/CSN8"
"regulation of ubiquitin-dependent protein catabolic process",0.0126582278481013,0.000469249390440512,38,"II","Pka-C1/fzy/eIF4A/dco/sina/pll/poe/CkIalpha/Cul1/Usp47/ari-1/EloB/SkpA/Roc1a/Axn/Apc2/CSN5/CSN4/Tnks/UbcE2H/CG8974/CG15445/Ufd4/Pomp/Cul2/PI31/muskelin/Usp5/CG8209/Rnf146/Kcmf1/CG5111/sip3/wds/CG32039/Ube3a/hpo/ebi"
"spindle assembly",0.0126582278481013,0.000699426399657702,38,"II","Grip91/ifc/mud/ncd/polo/sub/Pp1-87B/mts/Klp61F/Klp67A/dia/Wee1/Mtor/Lis-1/chb/Nup154/Grip75/Grip163/Eb1/wdb/Tnks/CHORD/Aladin/Klp10A/CG2955/BuGZ/Grip71/mad2/mop/dgt6/pont/Synd/tum/Pp2A-29B/Incenp/grp/Det/sau"
"dorsal/ventral axis specification",0.0126582278481013,0.00572085074228574,38,"II","BicD/cact/cni/csw/ea/flw/gd/grk/wek/mus301/ndl/snk/spn-B/spn-D/spn-E/spz/enc/orb/faf/Parp/pll/Dp/Lis-1/mael/Cbl/lig/asun/CSN5/cactin/tsu/Myd88/krimp/Tl/cic/milt/sqd/jvl/spoon"
"intracellular mRNA localization",0.0126582278481013,0.0217279697245177,38,"II","aub/BicD/Pka-C1/chic/cup/fs(1)K10/l(2)gl/mago/mus301/spir/spn-B/spn-D/spn-E/Sry-delta/stau/swa/Tm1/Hrb27C/enc/orb/Syx1A/Lis-1/Rab11/csul/mael/asun/DCTN2-p50/Vps25/Grip75/tsu/DCP1/CG7483/spn-F/aPKC/sqd/jvl/rump/Ge-1"
"tRNA aminoacylation for protein translation",0.0126182965299685,0.00049703633842033,16,"I","AspRS/GluProRS/TrpRS/SerRS-m/ValRS/LeuRS-m/AlaRS-m/alpha-PheRS/CG8097/SerRS/MetRS/ValRS-m/TrpRS-m/beta-PheRS/PheRS-m/LeuRS"
"segment polarity determination",0.0126182965299685,0.000690252353302517,16,"I","en/gsb-n/gsb/nkd/Egfr/hh/ci/Apc/fz2/stan/SoxN/Dcr-1/frc/pan/rdx/wg"
"tRNA aminoacylation",0.0126182965299685,0.00130865783734066,16,"I","AspRS/GluProRS/TrpRS/SerRS-m/ValRS/LeuRS-m/AlaRS-m/alpha-PheRS/CG8097/SerRS/MetRS/ValRS-m/TrpRS-m/beta-PheRS/PheRS-m/LeuRS"
"epithelial cell migration, open tracheal system",0.0126182965299685,0.00165501348877359,16,"I","dpp/kni/knrl/Sos/robo2/pnt/rib/ptc/hh/robo1/Akt1/bnl/Shc/stumps/sli/btl"
"glucose homeostasis",0.0126182965299685,0.00213318358828738,16,"I","Eno/Gapdh2/Pepck1/Pfk/Pgi/Pgd/Hnf4/ey/babo/ktub/ATPCL/Men-b/Lst/Pepck2/Tpi/InR"
"amino acid activation",0.0126182965299685,0.00213318358828738,16,"I","AspRS/GluProRS/TrpRS/SerRS-m/ValRS/LeuRS-m/AlaRS-m/alpha-PheRS/CG8097/SerRS/MetRS/ValRS-m/TrpRS-m/beta-PheRS/PheRS-m/LeuRS"
"imaginal disc-derived wing vein morphogenesis",0.0126182965299685,0.00438839969713862,16,"I","dpp/emc/px/shn/sog/Egfr/vn/ast/gbb/Socs36E/tay/salm/l(2)gd1/d/Lpt/cv-c"
"embryonic hindgut morphogenesis",0.0126182965299685,0.00837761432286334,16,"I","ac/dpp/fkh/lin/odd/pnt/raw/rib/shn/sna/Egfr/bowl/crb/trh/wg/cv-c"
"hexose metabolic process",0.0126182965299685,0.015060732372681,16,"I","Eno/Gapdh2/Pepck1/Pfk/Pgi/babo/alpha-Man-IIa/PhKgamma/PCB/Pfrx/Pepck2/CG10467/Lztr1/CG32444/Tpi/Galt"
"regulation of tube size",0.0126182965299685,0.0179382292203115,16,"I","dpp/fj/ft/raw/rib/Egfr/ttk/stan/gammaCOP/deltaCOP/sano/grh/Sec24CD/garz/Mcr/ds"
"carbohydrate catabolic process",0.0126182965299685,0.0296664269727794,16,"I","Eno/Gapdh2/Pfk/Pgi/Pgd/babo/PhKgamma/Pfrx/Atg9/CG10467/Atg17/CG32444/Atg2/Tpi/Galt/Atg6"
"neuron remodeling",0.0126182965299685,0.0296664269727794,16,"I","Pc/Sox14/Pi3K59F/SA/drpr/Sec71/Fmr1/Uvrag/Usp8/SMC1/Mical/Vps15/Dhc64C/Atg6/InR/Imp"
"neuron maturation",0.0126182965299685,0.0393224563267965,16,"I","Pc/Sox14/Pi3K59F/SA/drpr/Sec71/Fmr1/Uvrag/Usp8/SMC1/Mical/Vps15/Dhc64C/Atg6/InR/Imp"
"vesicle-mediated transport to the plasma membrane",0.0126182965299685,0.0393224563267965,16,"I","ex/scat/Past1/Tor/Sbf/Sec71/Grip/wash/CG7083/RhoGAP68F/CG7956/Nsf2/Sec5/Sec6/Sec8/Sec10"
"monosaccharide metabolic process",0.0126182965299685,0.0602914400292958,16,"I","Eno/Gapdh2/Pepck1/Pfk/Pgi/babo/alpha-Man-IIa/PhKgamma/PCB/Pfrx/Pepck2/CG10467/Lztr1/CG32444/Tpi/Galt"
"regulation of cell shape",0.0126182965299685,0.0743945003733307,16,"I","dpp/ovo/raw/rib/ttk/wts/Hem/Shark/RhoGEF2/WASp/slpr/SCAR/Sec23/Sec24CD/PDZ-GEF/Frl"
"protein import into nucleus",0.0123251165889407,1.90992326610089e-06,37,"II","Rcc1/Nup214/Mtor/Ran/Nup154/Cse1/Kap-alpha1/Tnpo/mbo/msk/Kap-alpha3/Nup93-1/Nxt1/Nup35/Nup205/Ntf-2/Tnpo-SR/Ripalpha/Nup50/Nup54/Nup62/Ranbp9/CG14712/Nup93-2/Nup133/p53/Nup98-96/Nup358/tamo/Arts/Apl/Nup153/Karybeta3/cdm/Nup160/Gp210/Pen"
"chromosome separation",0.0123251165889407,2.59660324999604e-05,37,"II","mei-9/mr/mus312/pim/sub/thr/shtd/tws/Mtor/glu/Lis-1/Mcm5/aurB/Bub3/Cdc16/Mad1/MRG15/Ercc1/c(2)M/Spindly/BuGZ/CG8679/CG15237/mms4/Mos/Slik/Sse/mad2/cana/mus81/Chro/APC4/Zwilch/tef/lmgA/BubR1/Top2"
"nucleus organization",0.0123251165889407,0.00330699887251172,37,"II","Bsg25D/hyd/twe/polo/Parp/Iswi/ctp/dhd/Nap1/Nlp/Ran/emb/Parg/fws/msk/Hus1-like/Nup93-1/Dd/CG9723/Nup35/Nup205/WDR79/coil/Nup54/LBR/MAN1/kud/Nup93-2/kuk/Ndc1/Nup358/vito/Nup153/sra/Ote/Gp210/Topors"
"pole plasm assembly",0.0123251165889407,0.00824209297498505,37,"II","aub/Pka-C1/chic/cup/fs(1)K10/dlg1/mago/spir/spn-E/stau/swa/Tm1/Hrb27C/enc/orb/Syx1A/Rab11/csul/mael/DCTN2-p50/gus/papi/tsu/tej/krimp/DCP1/CG7483/CG9925/armi/spn-F/psq/vret/scrib/sqd/qin/rump/Ge-1"
"regulation of DNA metabolic process",0.0123251165889407,0.0188852340922287,37,"II","aurA/chif/dup/hyd/mago/Blm/plu/spn-E/Cdk1/piwi/PCNA/CycE/Dref/smid/lok/Parg/SuUR/Dek/Tnks/CG4078/spidey/papi/CG10336/geminin/tsu/Ntan1/CG5543/ssp/RnpS1/timeout/BigH1/p53/Rif1/His1:CG33861/Xpd/Acn/spoon"
"male mating behavior",0.012037449843959,0.0128713190812281,27,"III","Poxn/slo/ss/tipE/w/5-HT1A/5-HT7/Syn/fru/ple/mGluR/Oamb/qtc/ppk23/fipi/Nlg2/Ktl/prt/pain/fne/TfAP-2/orb2/CaMKII/Pde1c/Nrg/lov/para"
"olfactory behavior",0.012037449843959,0.0530477762205275,27,"III","Fas2/rut/Rdl/Gad1/Syn/TkR99D/Calr/Nmdar1/Dop1R1/dare/Dyrk2/Tsf1/Oamb/GABA-B-R2/aru/Obp56a/Obp56d/NPFR/CG8907/Obp99a/Obp99b/prt/Krn/pain/futsch/rad/rg"
"chromosome organization involved in meiotic cell cycle",0.0119920053297801,0.000127259192976517,36,"II","aub/chic/kel/mei-S332/mod(mdg4)/mus301/spir/spn-B/spn-D/spn-E/Btk29A/enc/Cul1/lok/Nup154/SkpA/Nipped-B/Hus1-like/Nup93-1/ball/lid/baf/tej/krimp/Nup62/rad50/tefu/nenya/sunn/pds5/Incenp/zuc/Src64B/BubR1/Topors/solo"
"eggshell chorion assembly",0.0119920053297801,0.0900027703522253,36,"II","aub/cact/chif/cni/dup/grk/Myb/ndl/rl/shi/spn-D/spn-E/PCNA/Rac1/Cdc42/CycE/Dp/mael/asun/mip130/rasp/Mcm6/gus/geminin/mip40/polybromo/armi/mask/pic/zuc/cic/jvl/Caf1-55/spoon/smt3/squ"
"eye-antennal disc morphogenesis",0.0118296529968454,0.00167437556342537,15,"I","eya/dpp/opa/pnt/Egfr/trc/ptc/hid/oc/C15/ey/babo/bab2/Diap1/fzr"
"positive regulation of Ras protein signal transduction",0.0118296529968454,0.00369029507616419,15,"I","Sos/betaggt-I/mbc/RhoGEF2/CG3630/RhoGAP1A/siz/CG4853/CG7369/Efa6/CG34393/step/Mob4/CG43658/PsGEF"
"positive regulation of small GTPase mediated signal transduction",0.0118296529968454,0.00369029507616419,15,"I","Sos/betaggt-I/mbc/RhoGEF2/CG3630/RhoGAP1A/siz/CG4853/CG7369/Efa6/CG34393/step/Mob4/CG43658/PsGEF"
"regulation of imaginal disc growth",0.0118296529968454,0.00467545060953428,15,"I","dpp/ft/Egfr/ex/babo/wts/pcm/jub/yki/Fbxl7/sav/crb/d/Myc/wg"
"tube formation",0.0118296529968454,0.00593944178400171,15,"I","Egfr/shot/CCT3/Rbcn-3A/gammaCOP/Dhc64C/Sec23/Sec24CD/trh/garz/Mtp/btsz/Sac1/wg/btl"
"formation of animal organ boundary",0.0118296529968454,0.00736606846967247,15,"I","Abd-B/dpp/E(spl)m8-HLH/hth/robo2/sens/shn/tsh/robo1/fra/klu/phyl/unc-5/BobA/sli"
"positive regulation of cell growth",0.0118296529968454,0.00736606846967247,15,"I","ey/Akt1/mRpL12/shot/Vang/stan/RNaseZ/raptor/srl/bun/Myc/dar1/Hph/S6k/InR"
"hemocyte differentiation",0.0118296529968454,0.0138943111615151,15,"I","dpp/pnt/srp/ush/zfh1/bnl/gcm/sty/gcm2/Tor/Drp1/ths/dl/wg/btl"
"dorsal appendage formation",0.0118296529968454,0.0393224563267965,15,"I","Cf2/dpp/emc/Jra/Egfr/ttk/hep/mirr/Shark/slpr/Cad74A/bun/Ppcs/RanBPM/vas"
"response to lipid",0.0118296529968454,0.0608649134009091,15,"I","Eip75B/fkh/kto/Pepck1/hid/ph-p/Sec13/TBPH/Pepck2/Blimp-1/Oatp74D/bel/Lpt/Hr4/Kr-h1"
"regulation of endocytosis",0.0118296529968454,0.0698782798454092,15,"I","comm/Nak/drpr/cindr/Sec71/Uvrag/mim/lap/step/Rbsn-5/mgl/nsl1/mib1/garz/AP-2alpha"
"cortical actin cytoskeleton organization",0.0118296529968454,0.0865275354988277,15,"I","Hem/sktl/RhoGEF2/Ocrl/Sbf/DCP2/SCAR/CG30183/Cog7/crb/brun/Sec8/btsz/Frl/cv-c"
"negative regulation of mitotic cell cycle phase transition",0.0116588940706196,1.39685255093292e-05,35,"II","brm/mor/mus101/mus304/smo/Cdk1/B52/Dsor1/Mad/Wee1/l(2)dtl/Mtor/mre11/aurB/Bub3/Rad17/Mad1/Hus1-like/Aven/Mnn1/BuGZ/CG15237/mad2/Cdc6/Tctp/CycG/Chro/tefu/Rif1/Claspin/Zwilch/grp/Xpd/CG43295/BubR1"
"double-strand break repair via homologous recombination",0.0116588940706196,0.00560314558959615,35,"II","mei-9/DNApol-zeta/Blm/spn-B/spn-D/Su(var)2-10/Mcm5/mre11/Mcm7/Pp4-19C/CG14803/Mcm6/Nipped-B/Hus1-like/RecQ5/CG4078/Caf1-180/cerv/Pif1/Nse1/CG5181/RPA2/CG8679/CG9062/dgrn/CG6985/Sld5/mus81/SMC5/vtd/Psf2/Nup160/koi/RPA3/Sem1"
"recombinational repair",0.0116588940706196,0.00560314558959615,35,"II","mei-9/DNApol-zeta/Blm/spn-B/spn-D/Su(var)2-10/Mcm5/mre11/Mcm7/Pp4-19C/CG14803/Mcm6/Nipped-B/Hus1-like/RecQ5/CG4078/Caf1-180/cerv/Pif1/Nse1/CG5181/RPA2/CG8679/CG9062/dgrn/CG6985/Sld5/mus81/SMC5/vtd/Psf2/Nup160/koi/RPA3/Sem1"
"positive regulation of protein catabolic process",0.0116588940706196,0.00757944459375017,35,"II","Pka-C1/fzy/eIF4A/dco/sina/pll/poe/CkIalpha/Cul1/ari-1/EloB/SkpA/Roc1a/gus/Axn/Apc2/CSN5/Tnks/UbcE2H/Fbw5/Ufd4/Pomp/Cul2/PI31/muskelin/CG8405/Usp5/Lon/Rnf146/Kcmf1/wds/Nedd4/scny/pic/ebi"
"meiosis I",0.0116588940706196,0.0100894206270396,35,"II","fzy/grau/mei-9/mod(mdg4)/mus304/Blm/mus312/spn-B/spn-D/Klp67A/Xpc/Cul1/Mcm5/SkpA/Nipped-B/ball/Ercc1/c(2)M/mei-217/Klp10A/Grip71/CG8679/mms4/Rae1/trem/CG6985/p53/mus81/nenya/pch2/tef/gwl/mei-38/east/Top2"
"protein methylation",0.0116588940706196,0.0983162486620484,35,"II","ash2/Su(var)205/ash1/atms/BEAF-32/HDAC1/csul/trr/MRG15/CG3909/Set2/Art2/Mnn1/Wdr82/Dpy-30L1/CG2921/Rtf1/CG9899/Rbbp5/CG10584/Art4/Art1/CG4565/Art3/CG5466/Set1/wds/G9a/CG32152/CG33230/egg/Utx/CoRest/nej/gpp"
"protein alkylation",0.0116588940706196,0.0983162486620484,35,"II","ash2/Su(var)205/ash1/atms/BEAF-32/HDAC1/csul/trr/MRG15/CG3909/Set2/Art2/Mnn1/Wdr82/Dpy-30L1/CG2921/Rtf1/CG9899/Rbbp5/CG10584/Art4/Art1/CG4565/Art3/CG5466/Set1/wds/G9a/CG32152/CG33230/egg/Utx/CoRest/nej/gpp"
"adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.0115916183682568,1.42248802329013e-06,26,"III","Galphas/rk/rut/Oct-TyrR/5-HT7/Ac76E/Galphaf/Dop1R1/Lgr1/Pdf/Dh31/DopEcR/Octbeta2R/TyrRII/TyrR/Octbeta1R/CG12290/CG15556/ACXD/CG32301/CG32305/Dop2R/Octbeta3R/Pdfr/CG43373/Dop1R2"
"regulation of metal ion transport",0.0115916183682568,0.00942798356251654,26,"III","eag/tipE/nrv2/CG3078/CG4928/Usp2/CG7781/CG14275/atilla/CG9336/CG9338/CG6329/Teh2/crim/Teh1/CG31676/Rgk2/Rgk3/Sec61alpha/Ca-beta/qvr/stj/rtv/Stacl/Rgk1/Neto"
"mRNA transport",0.011325782811459,2.44561550724294e-07,34,"II","BicD/e(y)2/ncd/sbr/Ref1/Mtor/Hel25E/DCTN2-p50/Cbp80/Dbp80/mbo/Nup93-1/Nxt1/CG9915/CG18259/CG6961/tho2/Gle1/Arc1/thoc5/thoc7/ZC3H3/PCID2/thoc6/nxf2/Hpr1/CG8149/Nup93-2/Nup133/Nup160/Nxf3/sqd/Rpb4/Sem1"
"post-transcriptional gene silencing",0.011325782811459,0.00144039610892242,34,"II","aub/g/pum/rb/spn-E/me31B/piwi/Rox8/hdc/Taf11/Tis11/mael/Cbp80/Cbp20/ssx/CG5877/Gas41/Ars2/CG6701/Dcr-2/CG3520/DCP1/ppk29/blanks/Helz/CRIF/Iru/pasha/armi/Atx2/HBS1/gw/AGO1/Ge-1"
"regulation of protein kinase activity",0.011325782811459,0.00820377870365046,34,"II","chif/CycA/CycB/l(2)gl/sws/CycD/Rac1/Cdc42/CycE/Wee1/Rho1/CycB3/fry/Cbl/par-6/Axn/ics/CG14408/MKP-4/CycY/CG10376/CG8441/CG8060/Hexim/Ccm3/CycG/CG30291/Claspin/Pka-R1/bora/Incenp/Cdk7/SNF4Agamma/smt3"
"nuclear-transcribed mRNA catabolic process",0.011325782811459,0.0192760443911177,34,"II","aub/pum/spn-E/me31B/piwi/Tis11/smg/Rga/Cbp80/Upf2/CG8915/CG7206/Rat1/PAN2/Pym/DCP1/Upf3/PAN3/Edc3/CG2091/Rrp6/Smg6/armi/Rpb7/CG31759/gw/CG32533/Not1/AGO3/LSm7/sqd/Rpb4/Patr-1/Ge-1"
"protein localization to cell periphery",0.011325782811459,0.0391252375636696,34,"II","arm/aurA/l(2)gl/shi/smo/Klp61F/Cdc42/Arf79F/CG10939/Ank/Rab10/Rab11/Crag/Lnk/Arfrp1/Rab35/Hyccin/Vps35/Herc4/wls/CG11753/CG9356/Lkb1/CG5447/CG31495/Bsg/aPKC/Rab8/scrib/Vti1b/smt3/Sec15/sau/dop"
"male meiotic nuclear division",0.011325782811459,0.0597859200360907,34,"II","Grip91/ifc/hyd/sti/twe/mei-S332/mod(mdg4)/polo/sub/Cdk1/fwd/Klp67A/Arf79F/eff/Arf51F/Rab11/mael/Nup154/fws/Grip75/PI31/Rae1/thoc5/Pex2/nudE/Syx13/Synd/tef/Incenp/scra/BubR1/Topors/sau/Top2"
"regulation of immune effector process",0.011325782811459,0.0736165764124883,34,"II","cact/cad/spz/tub/Parp/Arf79F/pll/lwr/Cul1/IKKbeta/SkpA/Tak1/CG4325/Spt6/Spn27A/Uba2/Aos1/Ntf-2/Myd88/Sting/Gbp1/DMAP1/Herc4/mop/dgrn/CG9636/puf/grass/key/scny/Tl/smt3/Doa/lola"
"muscle system process",0.0111457868925546,3.01466337680253e-07,25,"III","Ca-alpha1D/Mlc1/Mlc2/Tm2/up/RyR/Ms/CG3078/Eaat1/Amph/CG4928/Sclp/KCNQ/Chd64/Neurochondrin/CG6972/robo3/Unc-89/Nox/Mp/Mhc/tn/SclA/SclB/wupA"
"circulatory system process",0.0111457868925546,0.000502010657429134,25,"III","eag/up/cora/sinu/RyR/Ms/Nos/Nrx-IV/tim/vri/Acer/H15/Clk/Scgdelta/AstC/KCNQ/Sox102F/wry/pain/Ctr1A/Shab/rad/SclA/SclB/wupA"
"heart process",0.0111457868925546,0.000502010657429134,25,"III","eag/up/cora/sinu/RyR/Ms/Nos/Nrx-IV/tim/vri/Acer/H15/Clk/Scgdelta/AstC/KCNQ/Sox102F/wry/pain/Ctr1A/Shab/rad/SclA/SclB/wupA"
"myofibril assembly",0.0111457868925546,0.000758720910210658,25,"III","Actn/if/Mlc2/Prm/rt/Tm2/up/bt/l(2)efl/cher/Mlp84B/Scgdelta/CG14964/Zasp66/rols/sals/Unc-89/tw/sls/flr/rhea/Mhc/tn/Zasp52/wupA"
"striated muscle cell development",0.0111457868925546,0.000758720910210658,25,"III","Actn/if/Mlc2/Prm/rt/Tm2/up/bt/l(2)efl/cher/Mlp84B/Scgdelta/CG14964/Zasp66/rols/sals/Unc-89/tw/sls/flr/rhea/Mhc/tn/Zasp52/wupA"
"male courtship behavior",0.0111457868925546,0.0120071068344214,25,"III","Poxn/slo/ss/tipE/w/5-HT1A/5-HT7/Syn/fru/ple/mGluR/Oamb/qtc/ppk23/fipi/Nlg2/Ktl/pain/fne/TfAP-2/orb2/CaMKII/Nrg/lov/para"
"cell-cell junction assembly",0.0111457868925546,0.0796166561393469,25,"III","Gli/Atpalpha/sinu/pck/Nrx-IV/nrv2/wun/Tsp2A/moody/kirre/bark/kune/CG13704/crim/Tsf2/CG9628/Ssk/M6/mesh/shakB/vari/bou/sdt/Nrg/CG44325"
"spiracle morphogenesis, open tracheal system",0.0110410094637224,2.45196012581195e-06,14,"I","Abd-B/ems/en/lin/Egfr/hh/ci/RhoGEF2/wash/pan/salm/trh/wg/cv-c"
"regulation of cell fate commitment",0.0110410094637224,0.00039735633334614,14,"I","Abd-B/aop/eya/Dr/hth/pnt/ttk/chn/Socs36E/bun/salm/mid/S6kII/wg"
"acylglycerol homeostasis",0.0110410094637224,0.000601141796152922,14,"I","hep/Hr96/ktub/snz/CYLD/Lst/Fatp3/Ppat-Dpck/Lztr1/Ppcs/hppy/Fatp1/FASN1/InR"
"Malpighian tubule morphogenesis",0.0110410094637224,0.0156617666787416,14,"I","ac/dpp/fkh/odd/pnt/raw/rib/shn/sna/Egfr/crb/trh/wg/cv-c"
"renal tubule morphogenesis",0.0110410094637224,0.0156617666787416,14,"I","ac/dpp/fkh/odd/pnt/raw/rib/shn/sna/Egfr/crb/trh/wg/cv-c"
"axo-dendritic transport",0.0110410094637224,0.0279243713792512,14,"I","Klp68D/Arp1/Dhc62B/Apc/syd/htt/Kap3/Fmr1/Arp10/Unc-76/Liprin-alpha/Mob4/Dhc64C/Sac1"
"regulation of lipid storage",0.0110410094637224,0.0279243713792512,14,"I","ca/ImpL2/betaCOP/Itpr/Akt1/Pi3K21B/beta'COP/alphaCOP/gammaCOP/deltaCOP/THADA/SERCA/FASN1/InR"
"regulation of tube size, open tracheal system",0.0110410094637224,0.0455282664449719,14,"I","dpp/fj/ft/Egfr/ttk/stan/gammaCOP/deltaCOP/sano/grh/Sec24CD/garz/Mcr/ds"
"multicellular organism growth",0.0110410094637224,0.0455282664449719,14,"I","fkh/ey/Akt1/Nf1/Tor/p38b/sav/step/Myc/Rabex-5/Hr4/btsz/S6k/InR"
"vacuole organization",0.0110410094637224,0.0704348445344232,14,"I","Pi3K59F/FIG4/p47/wash/Atg9/Atg17/Rab23/SH3PX1/bchs/Atg2/spin/Mitf/Atg6/Vps16A"
"female meiotic nuclear division",0.0109926715522985,0.00152071477371193,33,"II","Axs/cup/fzy/grau/mei-9/mei-S332/mud/mus301/mus304/ncd/polo/spir/sub/yem/lwr/dhd/Pp2B-14D/Grip75/ball/mei-217/Klp10A/HP6/Grip71/Syx13/cal1/CycG/sra/gwl/mei-38/Incenp/east/BubR1/solo"
"ribosomal large subunit biogenesis",0.0109926715522985,0.00495262139613068,33,"II","ppan/RpL7A/RpL14/RpL10/CG5033/RpL35/Rbm13/CG1463/CG12608/CG8939/CG13096/CG4364/RpL7-like/CG6712/CG9246/CG8545/CG11583/CG18178/RpL10Ab/mRpL1/RpL24-like/Ns1/Non3/CG11447/Surf6/CG1542/RpL6/CG11563/CG32075/CG32409/Dbp21E2/pit/l(2)k09848"
"regulation of proteasomal protein catabolic process",0.0109926715522985,0.00902371926388025,33,"II","Pka-C1/fzy/eIF4A/dco/sina/poe/CkIalpha/Cul1/Usp47/ari-1/EloB/SkpA/Roc1a/Axn/Apc2/CSN5/CSN4/Tnks/UbcE2H/Ufd4/Pomp/Cul2/PI31/muskelin/CG8405/Usp5/CG8209/Rnf146/Kcmf1/wds/CG32039/scny/ebi"
"production of molecular mediator of immune response",0.0109926715522985,0.0983162486620484,33,"II","cact/cad/spz/tub/Parp/Arf79F/pll/lwr/Cul1/IKKbeta/SkpA/Tak1/CG4325/Spt6/Uba2/Aos1/Ntf-2/Myd88/Sting/Gbp1/DMAP1/Herc4/mop/dgrn/CG9636/puf/grass/key/scny/Tl/smt3/Doa/lola"
"regulation of production of molecular mediator of immune response",0.0109926715522985,0.0983162486620484,33,"II","cact/cad/spz/tub/Parp/Arf79F/pll/lwr/Cul1/IKKbeta/SkpA/Tak1/CG4325/Spt6/Uba2/Aos1/Ntf-2/Myd88/Sting/Gbp1/DMAP1/Herc4/mop/dgrn/CG9636/puf/grass/key/scny/Tl/smt3/Doa/lola"
